YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,33.7,33.7,,,32.3,35.1,10998,Total,,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Total,Total,OVR,OVERALL
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,36.4,36.4,,,34.3,38.6,4382,,,,Male,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Gender,Male,GEN,MALE
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,31,31,,,29.3,32.8,6616,,,,Female,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Gender,Female,GEN,FEMALE
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,26.6,26.6,,,22.7,30.9,1057,,,Less than high school,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Education,Less than high school,EDU,EDUHS
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,32.4,32.4,,,29.9,34.9,3290,,,High school graduate,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Education,High school graduate,EDU,EDUHSGRAD
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,35,35,,,32.5,37.7,3021,,,Some college or technical school,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,37.6,37.6,,,35.3,39.9,3590,,,College graduate,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Education,College graduate,EDU,EDUCOGRAD
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,36.7,36.7,,,31.3,42.4,445,,18 - 24,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Age (years),18 - 24,AGEYR,AGEYR1824
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,27.4,27.4,,,23.8,31.3,938,,25 - 34,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Age (years),25 - 34,AGEYR,AGEYR2534
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,26.8,26.8,,,23.5,30.3,1169,,35 - 44,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Age (years),35 - 44,AGEYR,AGEYR3544
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,34,34,,,30.8,37.3,1838,,45 - 54,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Age (years),45 - 54,AGEYR,AGEYR4554
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,34.2,34.2,,,31.5,37.1,2347,,55 - 64,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Age (years),55 - 64,AGEYR,AGEYR5564
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,41.3,41.3,,,39.2,43.5,4261,,65 or older,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Age (years),65 or older,AGEYR,AGEYR65PLUS
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,25.9,25.9,,,22.3,29.8,1386,,,,,"Less than $15,000",,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Income,"Less than $15,000",INC,INCLESS15
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,29.3,29.3,,,26.2,32.6,1968,,,,,"$15,000 - $24,999",,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Income,"$15,000 - $24,999",INC,INC1525
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,32.5,32.5,,,28.5,36.7,1218,,,,,"$25,000 - $34,999",,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Income,"$25,000 - $34,999",INC,INC2535
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,35.3,35.3,,,31.6,39.2,1434,,,,,"$35,000 - $49,999",,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Income,"$35,000 - $49,999",INC,INC3550
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,35.4,35.4,,,31.9,39.1,1413,,,,,"$50,000 - $74,999",,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Income,"$50,000 - $74,999",INC,INC5075
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,39.9,39.9,,,36.7,43.1,2094,,,,,"$75,000 or greater",,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Income,"$75,000 or greater",INC,INC75PLUS
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,35.4,35.4,,,31.6,39.3,1485,,,,,Data not reported,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Income,Data not reported,INC,INCNR
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,37.9,37.9,,,36.4,39.5,8425,,,,,,Non-Hispanic White,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,26,26,,,21.9,30.5,937,,,,,,Non-Hispanic Black,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,25.6,25.6,,,22.3,29.3,1033,,,,,,Hispanic,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Race/Ethnicity,Hispanic,RACE,RACEHIS
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,45.2,45.2,,,32.5,58.6,100,,,,,,Asian,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Race/Ethnicity,Asian,RACE,RACEASN
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,29.7,29.7,,,18.9,43.3,90,,,,,,American Indian/Alaska Native,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,35.5,35.5,,,26,46.4,171,,,,,,2 or more races,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q045,VALUE,12,Race/Ethnicity,Other,RACE,RACEOTH
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,29.2,29.2,,,27.8,30.5,11377,Total,,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Total,Total,OVR,OVERALL
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,30.9,30.9,,,28.4,33.6,3115,,,Some college or technical school,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,37.1,37.1,,,34.8,39.4,3729,,,College graduate,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Education,College graduate,EDU,EDUCOGRAD
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,42.2,42.2,,,36.6,47.9,461,,18 - 24,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Age (years),18 - 24,AGEYR,AGEYR1824
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,35.9,35.9,,,31.9,40.1,957,,25 - 34,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Age (years),25 - 34,AGEYR,AGEYR2534
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,28.9,28.9,,,25.6,32.5,1194,,35 - 44,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Age (years),35 - 44,AGEYR,AGEYR3544
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,27.2,27.2,,,24.4,30.2,1892,,45 - 54,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Age (years),45 - 54,AGEYR,AGEYR4554
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,25.6,25.6,,,23,28.4,2465,,55 - 64,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Age (years),55 - 64,AGEYR,AGEYR5564
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,21.9,21.9,,,20.2,23.7,4408,,65 or older,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Age (years),65 or older,AGEYR,AGEYR65PLUS
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,24.9,24.9,,,21.3,28.9,1425,,,,,"Less than $15,000",,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Income,"Less than $15,000",INC,INCLESS15
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,23.7,23.7,,,20.6,27,2017,,,,,"$15,000 - $24,999",,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Income,"$15,000 - $24,999",INC,INC1525
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,28.6,28.6,,,24.7,33,1251,,,,,"$25,000 - $34,999",,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Income,"$25,000 - $34,999",INC,INC2535
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,27.2,27.2,,,23.8,30.9,1461,,,,,"$35,000 - $49,999",,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Income,"$35,000 - $49,999",INC,INC3550
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,28.9,28.9,,,25.5,32.4,1456,,,,,"$50,000 - $74,999",,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Income,"$50,000 - $74,999",INC,INC5075
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,37.1,37.1,,,33.9,40.4,2153,,,,,"$75,000 or greater",,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Income,"$75,000 or greater",INC,INC75PLUS
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,31.2,31.2,,,27.5,35.2,1614,,,,,Data not reported,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Income,Data not reported,INC,INCNR
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,28.2,28.2,,,26.8,29.8,8707,,,,,,Non-Hispanic White,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,31.7,31.7,,,27.3,36.5,980,,,,,,Non-Hispanic Black,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,32.9,32.9,,,22.8,44.9,105,,,,,,Asian,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Race/Ethnicity,Asian,RACE,RACEASN
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,22.9,22.9,,,13.5,36.1,91,,,,,,American Indian/Alaska Native,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,20.4,20.4,,,16.9,24.4,1101,,,Less than high school,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Education,Less than high school,EDU,EDUHS
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,35,35,,,32.8,37.2,4505,,,,Male,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Gender,Male,GEN,MALE
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,28.4,28.4,,,20.2,38.2,175,,,,,,2 or more races,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Race/Ethnicity,Other,RACE,RACEOTH
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,25.2,25.2,,,22.8,27.7,3391,,,High school graduate,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Education,High school graduate,EDU,EDUHSGRAD
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,23.6,23.6,,,22.1,25.3,6872,,,,Female,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q046,VALUE,12,Gender,Female,GEN,FEMALE
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,26.9,26.9,,,25.6,28.2,11564,Total,,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Total,Total,OVR,OVERALL
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,24.4,24.4,,,22.5,26.4,4584,,,,Male,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Gender,Male,GEN,MALE
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,29.2,29.2,,,27.6,30.9,6980,,,,Female,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Gender,Female,GEN,FEMALE
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,40.2,40.2,,,35.9,44.6,1123,,,Less than high school,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Education,Less than high school,EDU,EDUHS
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,31,31,,,28.7,33.5,3455,,,High school graduate,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Education,High school graduate,EDU,EDUHSGRAD
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,24.5,24.5,,,22.3,26.8,3174,,,Some college or technical school,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Education,Some college or technical school,EDU,EDUCOTEC
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,16.6,16.6,,,14.9,18.4,3768,,,College graduate,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Education,College graduate,EDU,EDUCOGRAD
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,15.7,15.7,,,12.1,20.1,466,,18 - 24,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Age (years),18 - 24,AGEYR,AGEYR1824
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,21.1,21.1,,,17.9,24.7,981,,25 - 34,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Age (years),25 - 34,AGEYR,AGEYR2534
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,29.1,29.1,,,25.6,32.8,1215,,35 - 44,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Age (years),35 - 44,AGEYR,AGEYR3544
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,29.9,29.9,,,26.9,33.1,1911,,45 - 54,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Age (years),45 - 54,AGEYR,AGEYR4554
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,25.8,25.8,,,23.2,28.5,2495,,55 - 64,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Age (years),55 - 64,AGEYR,AGEYR5564
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,33.4,33.4,,,31.4,35.6,4496,,65 or older,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Age (years),65 or older,AGEYR,AGEYR65PLUS
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,36.7,36.7,,,32.7,40.8,1459,,,,,"Less than $15,000",,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Income,"Less than $15,000",INC,INCLESS15
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,34.9,34.9,,,31.7,38.3,2054,,,,,"$15,000 - $24,999",,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Income,"$15,000 - $24,999",INC,INC1525
2011,2011,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,31.3,31.3,,,27.2,35.7,1265,,,,,"$25,000 - $34,999",,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,VALUE,12,Income,"$25,000 - $34,999",INC,INC2535
